egid;eingang_koordinaten
441496;47.55874899790187, 7.576465879369801
441497;47.55869143457691, 7.576499266089862
441498;47.55856312622398, 7.5759689236381105
441501;47.55968134802722, 7.576749020317447
441504;47.55935603758088, 7.576945088288058
441507;47.5590816320952, 7.576502823764694
441510;47.558850306329475, 7.57612034455826
441516;47.55796823263515, 7.578387010684919
441522;47.55777424036238, 7.577820958906599
441523;47.55752919131603, 7.577108205108887
441525;47.55736275146603, 7.576814082565531
441527;47.55712817770403, 7.575937760470025
441529;47.5570810865005, 7.57580020785441
441534;47.55836897120302, 7.578405291280828
441535;47.558316236248835, 7.5782515754910555
441540;47.55782089789303, 7.577483063515257
441549;47.557338218942384, 7.576073779328622
441551;47.5572476035848, 7.575809404098753
441561;47.55708745682612, 7.580777059690386
441562;47.55719567453236, 7.580669517187514
441567;47.55634145743639, 7.579893314058184
441570;47.55612480638461, 7.5797009861716225
441573;47.555609225582955, 7.579244255855014
441578;47.555273236986324, 7.578946104903994
441579;47.55521780603254, 7.578895899008427
441581;47.55510578564348, 7.578801489596904
441582;47.55505462585314, 7.57875194620532
441584;47.557440859279204, 7.580664044025668
441593;47.556745242450845, 7.580047157679478
441611;47.55503498305339, 7.578527620331969
441616;47.5560265603213, 7.579141073334255
441617;47.55610025424351, 7.579007265764447
441618;47.55632707032793, 7.578600634476717
441622;47.55730368460185, 7.577711118778888
441629;47.556109465784154, 7.579333989710345
441631;47.55627237292637, 7.579039962836924
441634;47.55651910159281, 7.57859557063811
441635;47.55701978400329, 7.578166638070187
441636;47.557147718174924, 7.578070262327954
441637;47.55722451183768, 7.578013252516215
441639;47.557387227285275, 7.577892055067848
441644;47.55589719960018, 7.580606970162106
441648;47.55513213954782, 7.579746632275718
441651;47.554865125542676, 7.579396025166453
441652;47.554588067669066, 7.578781080226473
441655;47.55817467179339, 7.579547798351129
441659;47.5578513832168, 7.579361641541742
441660;47.55761612630126, 7.579204190986552
441662;47.5574875581672, 7.5791244011442505
441669;47.557024221541404, 7.578838474949772
441670;47.556938459000214, 7.578784707000322
441672;47.556701367284475, 7.578641592528987
441673;47.55663256364219, 7.578597967008408
441674;47.55641049004685, 7.578253146289716
441675;47.55639159819615, 7.578099498077839
441680;47.55576379920333, 7.576693963360739
441682;47.55807576403977, 7.5792528723808985
441683;47.557990522108724, 7.579200140400547
441684;47.55791750204052, 7.579155359382412
441686;47.557620713849104, 7.578972092151877
441687;47.55753598315457, 7.578920412029827
441689;47.55660085723983, 7.578120491370265
441690;47.556751650691645, 7.577755293053673
441692;47.55588938188221, 7.576577279545146
441694;47.555791162290944, 7.57641667973285
441695;47.555744009658106, 7.576339248179529
441696;47.556340492943846, 7.576224187757382
441700;47.556624259937266, 7.576577156923394
441702;47.556518232469585, 7.57626535359338
441706;47.55644915158692, 7.575684937853937
441710;47.55497274471575, 7.578101042992796
441714;47.55527569471303, 7.5769793938844
441736;47.554803369741016, 7.577472048257658
441737;47.55474523186324, 7.577436252124818
441738;47.55468737252523, 7.577400669362032
441741;47.55443078551157, 7.576995846209806
441742;47.554398475436535, 7.576885945036303
441744;47.55476505165965, 7.577203833202143
441746;47.55455482714846, 7.576874512131012
441749;47.55417655189489, 7.578194699664378
441752;47.554102779483095, 7.577815740946447
441754;47.55405596795663, 7.577573652699943
441756;47.55401137102037, 7.577344470706568
441758;47.55396638008367, 7.577113454701515
441759;47.553935305423835, 7.576955398282812
441763;47.557171594179216, 7.576064395956064
441767;47.55996178345558, 7.577171814952175
441772;47.55553770156202, 7.5806737987795225
441773;47.55525241560124, 7.580389391474129
441775;47.554994616742604, 7.580050642186698
441776;47.5548678697632, 7.579908217599095
441777;47.55481336991563, 7.579846999817573
441782;47.55413170786439, 7.578960126179819
441784;47.55410197472044, 7.579720210736124
441789;47.553582518065724, 7.577521964462934
441795;47.55470518539016, 7.581514472723569
441800;47.55501793665212, 7.580953141940847
441806;47.55479580237767, 7.581693697976072
441812;47.555172724360865, 7.58101494718945
441814;47.555271703033576, 7.580835947407184
441819;47.555778420845016, 7.58244770718962
441821;47.55600920469713, 7.581228421288418
441823;47.55552871307289, 7.5822991249662826
441825;47.55540858348789, 7.582021702022612
441826;47.55533357966831, 7.581938026776396
441827;47.55525679994441, 7.5818503480210975
441837;47.55506241328385, 7.584832408241455
441838;47.554884949989074, 7.584939017596987
441839;47.554778770777666, 7.5850028030033725
441841;47.55453706017701, 7.585098952097598
441844;47.553767847280504, 7.585610399549136
441847;47.553144293006774, 7.58586698696346
441853;47.554588536969476, 7.584391255112318
441854;47.55450901614401, 7.584396990049952
441855;47.55434990251912, 7.58440847296274
441861;47.55184434059552, 7.583856520861668
441863;47.55157902123415, 7.583570483221214
441864;47.551490307633145, 7.583475814755613
441867;47.55128988876613, 7.58326747258475
441871;47.550951539330526, 7.582420501114998
441871;47.55085596394378, 7.582477845794
441872;47.55092441599572, 7.582295008393657
441874;47.550849371831944, 7.582039583613057
441874;47.55074010800961, 7.58211165123387
441876;47.55077163921953, 7.58184172756318
441877;47.55074358365561, 7.581749816375226
441879;47.55499662417404, 7.584185471840088
441881;47.55477368440784, 7.584202255232696
441892;47.55286224760895, 7.584516220955681
441894;47.55268721132503, 7.584170850520017
441899;47.55175142760313, 7.583537366961286
441901;47.5516142772142, 7.5833891356841585
441909;47.550961381323965, 7.581980010575868
441914;47.55359750480573, 7.5832525162298605
441918;47.55404793934133, 7.5850243556189145
441919;47.55403012192628, 7.584874527651771
441920;47.55396514779736, 7.584539851421093
441925;47.55425806653579, 7.583529059952851
441930;47.55303652696453, 7.585091171601169
441933;47.55294468173562, 7.584755218930778
441937;47.55256318312921, 7.584821291290165
441941;47.552206794288736, 7.584737298748614
441946;47.5530094738766, 7.583087265374495
441948;47.55311338791493, 7.582847284756457
441951;47.55324724784224, 7.5825367068266205
441952;47.55329034112831, 7.582438499319745
441953;47.55333707001399, 7.58233120108001
441954;47.55338162625852, 7.582228001938509
441957;47.55383592748689, 7.581179683391619
441959;47.553922032836766, 7.580981523247745
441962;47.55447800183356, 7.579624498620601
441963;47.55293777730137, 7.584098611242783
441964;47.55281525822232, 7.5838583894187686
441967;47.5530598971005, 7.583294144679296
441969;47.553122354068016, 7.58315281384657
441970;47.55317277443873, 7.583035522837513
441975;47.55337377214272, 7.582572877764467
441979;47.5538891474408, 7.581382253838395
441980;47.55396777756334, 7.581200255428303
441981;47.55404807071358, 7.581040779601238
441984;47.55417351513015, 7.580753538287409
441986;47.55443334176762, 7.580275182278265
441989;47.55389016785817, 7.58072358351934
441992;47.55364200998842, 7.580348797392859
441993;47.553593289845615, 7.580275639170076
441995;47.553092009916874, 7.579566970620252
441999;47.552729499928084, 7.579491830946591
442001;47.552651223637966, 7.578913022462911
442004;47.553966061796004, 7.580557226999125
442007;47.553781312130965, 7.5802319373854505
442008;47.55369992069279, 7.580156274627566
442010;47.55358146474944, 7.57997780575597
442012;47.55316943290705, 7.579317188285749
442016;47.552839516808625, 7.5783585997927085
442018;47.55253674121244, 7.578269489602633
442021;47.553568158929856, 7.578166620072683
442022;47.553398422257274, 7.578412577489594
442024;47.55320671183935, 7.578689735720133
442029;47.55192326959267, 7.5818720612739545
442037;47.55276391094019, 7.580285397297701
442039;47.55291481671743, 7.580122656558698
442042;47.553370545685794, 7.579463137463394
442048;47.55161164608641, 7.582848890764755
442051;47.55188227615532, 7.582252149676065
442053;47.55225286325643, 7.581505736523616
442054;47.55230114335009, 7.581408938798107
442056;47.552872156758035, 7.580487510999658
442061;47.553227458773634, 7.579973083111598
442064;47.55372162356838, 7.579256001917303
442069;47.551295704842545, 7.584209079504824
442070;47.55126949415165, 7.584614137335653
442071;47.55119861678254, 7.583971644102874
442075;47.551488667166886, 7.5850696051206095
442078;47.55143725135312, 7.584393910096574
442079;47.551411863043555, 7.584083457008864
442082;47.55012720296748, 7.583420031550574
442082;47.54996860465906, 7.583175594983902
442084;47.551034149371134, 7.585048618401279
442086;47.55078841454392, 7.584430372895117
442089;47.55065349667638, 7.584072465311827
442090;47.550614709214365, 7.583969431388777
442094;47.550454032288016, 7.583517096709771
442099;47.55199075227325, 7.584092605325127
442101;47.55181791193213, 7.58409139081183
442103;47.551822953908854, 7.5843174720969015
442107;47.55186391545501, 7.584989171156076
442114;47.55252326860469, 7.582908436927956
442115;47.55246421830556, 7.582840882839496
442117;47.552338986670804, 7.582697585650123
442125;47.551636019650616, 7.5818928922646185
442126;47.551584584547165, 7.581834208485339
442127;47.551531991017406, 7.5817740603959445
442128;47.55148120266591, 7.581715976391255
442132;47.551259790377266, 7.581462656040361
442135;47.551037686316285, 7.581208259905366
442138;47.55228699032361, 7.582416296638841
442140;47.55217911010227, 7.582292456808723
442152;47.5548492501202, 7.583450976474418
442153;47.5547605289057, 7.58336244027496
442154;47.554686880256725, 7.583289103959324
442156;47.55454116888698, 7.583147126005526
442158;47.554237256403844, 7.582846120110969
442161;47.55391975136214, 7.582532327136551
442163;47.553776680980775, 7.582392140650568
442166;47.55329279267498, 7.581915601463926
442177;47.551360868112525, 7.580063384111526
442180;47.55524994545355, 7.582894556276175
442185;47.55458901447817, 7.582886580648255
442188;47.55423122650411, 7.581578715667586
442193;47.55315675511973, 7.581474356013198
442196;47.55295976908069, 7.581280146082471
442199;47.552702938232066, 7.581027111376538
442200;47.55233597326699, 7.580652813549304
442204;47.55210284364679, 7.5804333654770275
442207;47.5519340587259, 7.579802778086556
442210;47.55283214321779, 7.577921515403794
442212;47.55219886026839, 7.578692687325225
442213;47.55208568277898, 7.578849989132681
442215;47.5517945105204, 7.579215726178282
442218;47.55112410359008, 7.580399974559775
442220;47.555385407816864, 7.584485831289692
442223;47.55142877615791, 7.58286344875744
442227;47.55052925171524, 7.586272940893624
442234;47.55021938001747, 7.5868688732190215
442237;47.54979629658504, 7.586776290002632
442238;47.54960784106922, 7.586535787384692
442241;47.550261789244914, 7.585808495903352
442248;47.54891757155791, 7.587220596974793
442248;47.549207554435796, 7.586366767525821
442248;47.549041735360994, 7.5864669892774925
442248;47.54934811541183, 7.586397085488266
442248;47.549292959334885, 7.587821129288885
442248;47.54921827135547, 7.587908396879609
442248;47.54910107418947, 7.587879920332799
442255;47.55527287557757, 7.607056183986313
442256;47.555293229861235, 7.607167103953114
442261;47.55549126145325, 7.608165966073594
442263;47.555534073115254, 7.608381091965906
442265;47.555580035460316, 7.6086124634330075
442274;47.556238954226934, 7.611695540475192
442278;47.55644891878315, 7.612567077130117
442287;47.55451592624439, 7.6140621305943
442290;47.55523177629298, 7.613792047932531
442293;47.556381678165586, 7.612779991305714
442302;47.55564034588569, 7.613197894107725
442303;47.555151778297, 7.613473952743889
442304;47.555028495728386, 7.613543364760463
442306;47.554860224680674, 7.613637858252109
442308;47.554574201263016, 7.613772326147005
442310;47.554375960436055, 7.613910242847619
442315;47.55615910960551, 7.612407007307243
442316;47.55610308107205, 7.612435482522773
442317;47.55604409146212, 7.61246538290725
442318;47.55597863033609, 7.612498636749114
442319;47.5559130700104, 7.612532062901658
442321;47.55580661988754, 7.612586387144782
442326;47.55550308386542, 7.612740987006799
442328;47.555366958589126, 7.61281046555312
442336;47.55604169482882, 7.6122391565494585
442341;47.555752262293744, 7.612387188673249
442343;47.555611808357376, 7.612458607360695
442345;47.555469059468706, 7.612531027907485
442356;47.556036231075545, 7.611758894396165
442357;47.555947759061844, 7.611801626966051
442363;47.55521351189576, 7.612156761713174
442364;47.55512019751402, 7.612201881910235
442371;47.55599998190308, 7.611549976197559
442373;47.55578136743869, 7.611655328459855
442374;47.55567073547419, 7.611709760335223
442380;47.55583378994764, 7.610855758481159
442381;47.555729599822165, 7.610902799397484
442382;47.555623259668444, 7.610950178617127
442383;47.55551983407929, 7.61099714191639
442386;47.55523881631915, 7.61112420190749
442387;47.55517032828377, 7.611155015838195
442389;47.55503431557268, 7.611215929152934
442390;47.554875749361294, 7.611287052236167
442392;47.55535933256742, 7.610844595271367
442394;47.5554972458803, 7.610781561045609
442398;47.55495871914304, 7.611024318895835
442399;47.55515151689679, 7.610483498322948
442400;47.554813702992526, 7.610635712704638
442405;47.555350976224545, 7.609936729932467
442406;47.55525238712365, 7.609979312934256
442415;47.55520302134187, 7.6097768669622745
442425;47.554797477607366, 7.609291188297176
442432;47.55511154360458, 7.608888720972003
442435;47.55483734845769, 7.609007536012313
442441;47.55527210845155, 7.608087322899516
442445;47.55498368564026, 7.608212593896294
442448;47.5547426355786, 7.608317381702166
442449;47.554639042051534, 7.608369211315816
442454;47.55474174739475, 7.60809349086479
442456;47.554406401324165, 7.608239230525516
442461;47.55414954764679, 7.606963029504002
442463;47.554562421725194, 7.606752560674029
442467;47.55493096397097, 7.607122144223086
442469;47.554810718390144, 7.606804226427057
442470;47.55495554139019, 7.6067815657706355
442471;47.555100553955654, 7.606758414019193
442474;47.555068699327514, 7.606314600320155
442478;47.55501197381846, 7.6052882414247955
442479;47.55485781217023, 7.605313308279404
442482;47.5543154223047, 7.605404147736383
442486;47.55476442169809, 7.605055024566006
442489;47.55444739857338, 7.605119799278932
442491;47.55420290096308, 7.605159397800315
442492;47.55408695385052, 7.605178087327967
442493;47.553851105321705, 7.605238543687261
442494;47.55379597878195, 7.604712233594737
442496;47.553767468041315, 7.6056121974370905
442498;47.5540328195221, 7.606057051033172
442500;47.55387325122367, 7.6065452380333145
442504;47.55388633019366, 7.607514218221622
442506;47.55425843100704, 7.609883774923995
442507;47.55433224410059, 7.610096751572609
442512;47.55461813457107, 7.6109212922857825
442519;47.55481180305788, 7.612303722463542
442521;47.555373470982246, 7.61478294911391
442522;47.554981480941336, 7.611970447192835
442524;47.55519114893321, 7.6125757585600375
442530;47.55309197261251, 7.615897321306695
442531;47.552958313340795, 7.615893463039916
442533;47.554952718112, 7.6148592278406575
442537;47.55466371181615, 7.614657887801921
442538;47.55428928754157, 7.614887513733241
442545;47.55400981305661, 7.613631123708603
442550;47.55301467485667, 7.615178711745286
442552;47.55282546078499, 7.615335181703533
442556;47.55402687155637, 7.6149682988809975
442559;47.553944928519556, 7.6146420056549875
442561;47.555131788301104, 7.615176734999515
442563;47.55352466790075, 7.615005033763427
442565;47.55367432552834, 7.615294669247931
442570;47.55339172128189, 7.615094734517474
442574;47.555014690943224, 7.604480949652797
442585;47.556002409688, 7.616329719516206
442586;47.556017928659024, 7.616409087829644
442588;47.5557644843467, 7.61624448260953
442589;47.555786066219426, 7.616340836711257
442591;47.55590734866172, 7.616810469942606
442604;47.5527810123152, 7.618833415431491
442605;47.55272451956925, 7.618945709119589
442606;47.55265364859767, 7.619085148400926
442625;47.55168213256488, 7.620841512265124
442630;47.55140199163743, 7.621182358028526
442632;47.55128802278131, 7.621302725900617
442634;47.55116399933014, 7.6214284656653675
442635;47.55099457223396, 7.621573285304715
442637;47.55078800045287, 7.621729706830167
442644;47.55025391271505, 7.622028195126497
442651;47.54965211216014, 7.622199911561922
442653;47.54917236548576, 7.6222349120560615
442655;47.54892593522676, 7.622212769687752
442656;47.54882961396285, 7.622205809536717
442657;47.54873276978847, 7.62220535679492
442662;47.548258024809, 7.622171084876988
442664;47.54810515699334, 7.622160131199271
442667;47.547728504087964, 7.622133383949285
442669;47.54724408146143, 7.622099212886207
442670;47.54716960320858, 7.622094028570249
442676;47.546722321064244, 7.622062204250428
442683;47.552251648518535, 7.618029988697056
442686;47.552134908956255, 7.618374432286625
442690;47.54608667011324, 7.622015214314344
442693;47.552054312247165, 7.618609675093884
442698;47.55176282391142, 7.619416992551291
442701;47.55162628964339, 7.619712155949166
442702;47.55155826788311, 7.619834809073873
442704;47.55142043133812, 7.620064644871695
442705;47.55135253352546, 7.620165244887158
442706;47.55128329307509, 7.6202616686842335
442707;47.55121027367016, 7.620359049140355
442708;47.55111800220016, 7.62047136208704
442709;47.551021375540365, 7.620579262583465
442711;47.55071692610766, 7.620867814185924
442719;47.54954268882463, 7.621374357388792
442720;47.54918745557823, 7.621378494304939
442730;47.54774401978968, 7.621286130178364
442734;47.54704274556105, 7.621242098847872
442741;47.54635988998055, 7.621198330948852
442742;47.54624153610295, 7.621189916122779
442744;47.546004373853485, 7.621176140202175
442746;47.54451331472349, 7.620076534544729
442747;47.54438477179752, 7.620015500641482
442751;47.543826712898344, 7.619648127146599
442752;47.55212227514381, 7.617543698624243
442754;47.55204207248596, 7.6178512535200475
442758;47.55145479371673, 7.619488403826266
442759;47.55141164079398, 7.619569998422457
442766;47.55086681185714, 7.6203296762229495
442767;47.55075467499398, 7.620440831472646
442768;47.55063846830469, 7.620543377290942
442770;47.550323359938204, 7.620763834412584
442771;47.55019327529827, 7.620837822946501
442774;47.549826015390025, 7.620975416565862
442775;47.54974640486575, 7.620996930763737
442780;47.54911580592218, 7.621026338701465
442782;47.5493145637931, 7.620598098117492
442785;47.548592051204324, 7.620976393864139
442786;47.54871690070668, 7.620442894997831
442790;47.54807668047775, 7.62007899355498
442794;47.544371082035866, 7.620500467913512
442796;47.54608758432795, 7.62071671348805
442798;47.54533522893877, 7.620117106534507
442802;47.543991237010644, 7.620322989557396
442803;47.5446298711356, 7.620130368427884
442804;47.54498294701597, 7.61813049573295
442810;47.55336426114676, 7.617735051397158
442813;47.55324937951784, 7.617539041588736
442814;47.553207308494464, 7.617467652193751
442821;47.552583675333985, 7.617079034814293
442823;47.55124110790635, 7.619247080838903
442835;47.55120997979314, 7.618992281866062
442837;47.55111270709469, 7.618920149594804
442838;47.55093133755537, 7.61884552832411
442840;47.550848545806495, 7.618784312369415
442841;47.550809404926035, 7.618755273011925
442849;47.55151567650914, 7.618615257953373
442850;47.55147006753625, 7.618581400754866
442854;47.55127643727347, 7.618438229705214
442860;47.55090822195385, 7.618165505094952
442867;47.55094692130964, 7.617950092672569
442871;47.551676891074386, 7.617394239447549
442876;47.551433006383846, 7.618020540979471
442877;47.55126085579728, 7.61699093111781
442878;47.551539051878606, 7.616831580475221
442879;47.54456409065104, 7.618752272288267
442880;47.5514552372642, 7.617143916764959
442881;47.55131514132472, 7.617577578537393
442888;47.547286622251825, 7.62131562175844
442889;47.5472879198676, 7.621606060687977
442899;47.54630895610154, 7.61985862807653
442900;47.547108437403814, 7.620148668315663
442902;47.55085523313908, 7.619019246116844
442903;47.547260900474896, 7.591457676710171
442906;47.54814533308634, 7.589376283885579
442907;47.54817771586321, 7.589587629067258
442908;47.54846529870882, 7.589942592337251
442912;47.54855623827247, 7.5881208443241235
442918;47.54839398899339, 7.589184262017659
442924;47.55033623773035, 7.595289418263937
442925;47.55021558201387, 7.5953997367358905
442926;47.549743604053674, 7.595949543029989
442926;47.549646545747756, 7.595814541374007
442930;47.547889131562435, 7.597060851562406
442937;47.54696027422507, 7.59677563367602
442939;47.54685003551773, 7.597167597518384
442940;47.54713355215692, 7.594799089969913
442949;47.54685951714995, 7.595771907828782
442950;47.546834901395, 7.595858430943847
442951;47.54678926523907, 7.596019612035534
442955;47.54667288360702, 7.596433515691058
442956;47.546646068971114, 7.596529555976211
442959;47.54798036300654, 7.597906081310133
442966;47.54725639914529, 7.5937546887502085
442967;47.54678855047877, 7.594524333790151
442973;47.54986985995355, 7.593288055778472
442982;47.54929565554309, 7.59522581658403
442984;47.549600399974615, 7.596452342021396
442986;47.54890880611231, 7.594857961949803
442988;47.548780681899366, 7.59503829007825
442990;47.54849526080926, 7.594940799980207
442991;47.54860684126698, 7.594783657948622
442994;47.548532673162654, 7.594081581662796
442999;47.548077749971206, 7.593311705864773
443002;47.549843001691144, 7.595597137273586
443005;47.549616946492804, 7.595247442255209
443010;47.54839669353774, 7.593489425660041
443012;47.54817831025682, 7.593148246485308
443013;47.548141887058115, 7.5926375748667105
443014;47.548473556912306, 7.596615911785522
443016;47.54763331706207, 7.595208336212292
443020;47.548711708428925, 7.596525461283375
443023;47.54891461651558, 7.596876907121469
443025;47.548449357173766, 7.5961158582665504
443027;47.548218534562594, 7.59564770357769
443030;47.54900803121601, 7.591921375643274
443031;47.55129172667808, 7.595702505140206
443033;47.55165522653527, 7.599095321992421
443034;47.55169483500936, 7.599304144912708
443037;47.55240936912183, 7.601873467266253
443044;47.5527680519227, 7.606902158350281
443049;47.55256575067089, 7.607657025323234
443050;47.55277258016209, 7.607706462976911
443053;47.55180368563664, 7.6110358489244465
443054;47.551750340706214, 7.611408022925801
443058;47.553133098064166, 7.612980425306646
443061;47.55106037359675, 7.613637805783464
443063;47.55201725281553, 7.613860741696237
443065;47.55121934263579, 7.614345562832508
443072;47.55222685196681, 7.60530153305164
443075;47.55183954592955, 7.607765215621338
443076;47.551828306101044, 7.6081224087145936
443077;47.55180302692356, 7.608355530000177
443079;47.55168342054721, 7.609179417165084
443081;47.55143895755556, 7.609819464352109
443083;47.55118473786537, 7.609649548630366
443084;47.551042687036606, 7.609400604678596
443086;47.55105927675595, 7.609868661784522
443099;47.55314468407947, 7.606546333927777
443100;47.553175978096526, 7.606661521649241
443104;47.55350353579257, 7.607838163223963
443105;47.553651129410596, 7.608322254876868
443106;47.55153219768991, 7.602515267879537
443107;47.55075572025033, 7.605110292188284
443111;47.550320120904246, 7.60513244725096
443113;47.550211956683036, 7.605349907815225
443115;47.55008688263534, 7.605605812748469
443117;47.549926859452604, 7.605885943906608
443120;47.549398422092054, 7.6069596581901004
443123;47.54914497037655, 7.607474310370216
443124;47.54873149418786, 7.608326103710586
443128;47.54850533214508, 7.608773227736405
443129;47.54841477820263, 7.608844154431459
443130;47.548372318528784, 7.608930351442647
443141;47.54978866583807, 7.605688544553653
443143;47.54963747155519, 7.605995628773481
443144;47.551400650061225, 7.602346121728256
443145;47.549370621479234, 7.606480449264775
443147;47.549285901127035, 7.606642010760357
443149;47.549165716494116, 7.606885662335003
443153;47.54878936802009, 7.607640312340734
443155;47.548713325706096, 7.607795202567758
443158;47.548585073362936, 7.608055919821472
443168;47.552098494691755, 7.606415468292016
443169;47.55187248226228, 7.606308891122276
443177;47.551327921183, 7.605235956332703
443181;47.55062095924328, 7.607985065765498
443188;47.55098424173916, 7.605550778358935
443190;47.550821450208275, 7.606349030293873
443194;47.549940391522256, 7.608843240567353
443195;47.55016152914674, 7.609310905647088
443197;47.55011964150406, 7.6095035547622585
443199;47.55007977538467, 7.609764730880909
443200;47.55005786379942, 7.609864519267168
443201;47.55003532345036, 7.609969818565844
443202;47.55001746682416, 7.610051991457735
443204;47.55147606432573, 7.607467004116675
443205;47.55133335809329, 7.6073941378933885
443207;47.55125158032676, 7.607739666070215
443208;47.551230409476624, 7.607404546428861
443209;47.55052529264303, 7.607011221694771
443210;47.550448592591295, 7.6069747795802725
443211;47.550370831939254, 7.606937869271407
443212;47.55030006356815, 7.606904315504414
443214;47.55014209763226, 7.606829292110001
443218;47.54933722032798, 7.606254473126139
443220;47.549118800131005, 7.605983946619962
443221;47.549058705059814, 7.6059016889248925
443224;47.54890840046805, 7.605695487361973
443225;47.54885186988223, 7.6056110230295655
443226;47.54874498713498, 7.605461004120149
443231;47.548444292144445, 7.6050506259972455
443236;47.55133697085558, 7.6071289204202985
443237;47.55106757717105, 7.606988448659845
443244;47.550133454321426, 7.606598926811647
443246;47.549869354721245, 7.606472665231876
443247;47.54975786268391, 7.606420226962047
443249;47.54917017042632, 7.6057160335075515
443251;47.54900520769156, 7.605351426358757
443256;47.54866364353211, 7.605042595444531
443258;47.54854547180671, 7.604880720303342
443262;47.54831138129032, 7.604464921519653
443266;47.54769789390254, 7.603276389079302
443268;47.54759661932415, 7.603158834350766
443271;47.547442699920644, 7.60298051764639
443274;47.5472861309973, 7.602799417541738
443275;47.54723430333963, 7.602739548113865
443280;47.547978085914295, 7.600024503115139
443283;47.547830527285114, 7.600301901352178
443286;47.54792482497381, 7.5997775417387325
443287;47.54787847696739, 7.599864304649878
443288;47.54782546645437, 7.599956161549062
443292;47.54760426292957, 7.6003790723890665
443298;47.54691152830237, 7.60191237027279
443300;47.54680201850692, 7.6021251434842885
443303;47.54849908281457, 7.6013711339857375
443310;47.54809673999068, 7.601227876455372
443311;47.548039966415345, 7.601218524419439
443312;47.54798361517239, 7.60120943936647
443313;47.5479239464661, 7.601199467499115
443318;47.54765148574354, 7.6011569269310995
443321;47.54716623467557, 7.601086999303308
443325;47.54603453780154, 7.600396899322887
443328;47.54576084322409, 7.600102416398007
443329;47.54564614514181, 7.599979465024839
443331;47.54818988913734, 7.600872589875939
443332;47.54811729183117, 7.600859417503186
443337;47.54762866873117, 7.600801888775565
443341;47.547006602926295, 7.600732917299084
443349;47.546150259615835, 7.600099462799264
443351;47.54604008780091, 7.599981279650993
443353;47.54537383355915, 7.599789715313823
443357;47.54532225571517, 7.600967459391584
443358;47.54530594521053, 7.602089851931572
443359;47.545304857878534, 7.602185301545287
443360;47.54530357268045, 7.602344695783424
443361;47.545136138356696, 7.599710800137568
443363;47.54500693320124, 7.600632125146654
443366;47.55075196742221, 7.595941846053173
443367;47.55059998185113, 7.596068438063391
443368;47.550096752686855, 7.596753624043007
443369;47.54943658967367, 7.597139847343002
443378;47.54757451719945, 7.5993874301468844
443379;47.547521514646334, 7.599486818897087
443380;47.54747782585541, 7.599569351908901
443381;47.547425642652556, 7.59967446804744
443384;47.5472456075295, 7.6000043961404495
443385;47.5471925954285, 7.60010379691513
443390;47.5463874929403, 7.601613696665843
443393;47.54549310845971, 7.603097280343152
443395;47.54538873867544, 7.60329251417342
443399;47.546083782642064, 7.601459120833242
443401;47.545581884872725, 7.602447126124432
443402;47.54552437755627, 7.602556602810754
443403;47.54546630401625, 7.602665732156909
443412;47.551826774148175, 7.600667205058774
443414;47.550159397207686, 7.598910212222672
443417;47.55081752104337, 7.599909645602358
443429;47.55024183587078, 7.601045252085967
443430;47.55092564610582, 7.602364459212194
443432;47.551174914427904, 7.602628432442888
443433;47.55010972146531, 7.601763336107977
443434;47.5502095768443, 7.601874127632366
443437;47.55061191323673, 7.602296675994944
443439;47.55078799937581, 7.602484063029651
443440;47.55086954932138, 7.602571021722475
443442;47.548629256287484, 7.598920816363617
443446;47.551743578997176, 7.60495734294896
443450;47.55022152049353, 7.603578753496146
443452;47.55011353335007, 7.6034001832627105
443464;47.54855665460187, 7.600594833389849
443465;47.54851758170543, 7.600507120274694
443468;47.548392043176705, 7.600224681507627
443474;47.548048334099285, 7.599453761542286
443478;47.55182410299039, 7.604558026483266
443480;47.55111864042287, 7.604103863915378
443481;47.55116366762567, 7.6038789881037685
443484;47.55026548412059, 7.6032084664634505
443488;47.549979251726114, 7.602734647924102
443490;47.54984313231589, 7.60251025594806
443493;47.549499685697555, 7.601941686123574
443495;47.552444935253824, 7.608209284243526
443496;47.55264826097019, 7.608225088413329
443497;47.55285329618045, 7.60830833316622
443498;47.55311703468483, 7.608489477461552
443499;47.552191518182156, 7.608715099090835
443510;47.55338725284046, 7.610017432051216
443512;47.55122911279756, 7.608900900570344
443513;47.551093715854904, 7.608836596152688
443516;47.54988024418901, 7.6082309334692875
443517;47.549792768905945, 7.60818287189072
443519;47.54850154558371, 7.607233548835125
443520;47.54838333675278, 7.607080781976091
443523;47.54822185218485, 7.606876510476399
443524;47.54816735721041, 7.606802998321393
443526;47.54770971950392, 7.606165741603198
443527;47.54746590258506, 7.605837452976841
443529;47.549488981916014, 7.608439195960021
443530;47.5494521056972, 7.608600721061926
443535;47.54935725345256, 7.609034280946177
443537;47.54931497937249, 7.609227032397556
443538;47.549417678283135, 7.6080570878660225
443539;47.54938860638297, 7.608189651671909
443540;47.54935906220526, 7.608325269197359
443541;47.54933710547236, 7.608426026421446
443544;47.54928071674516, 7.608683427283883
443545;47.549259793446446, 7.608778395606543
443546;47.54920036687532, 7.609033859821363
443550;47.55118604966402, 7.608544442167059
443557;47.54995235118486, 7.6080242455842475
443558;47.54986417447408, 7.607982252992411
443561;47.548739329714046, 7.60725977863482
443562;47.54863953202563, 7.607000690723433
443566;47.54841624583268, 7.6066692689782105
